latitude,longitude,address,property_type,rooms,home_size,lot_size,year_built,parcel_number,realtyID,county,subdivision,census,tract,lot,zoning,date,sale_price,estimated_value,sex_offenders,crime_index,enviornmental_hazards,natural_disasters,school_quality,url
33.936088,-118.36405,4915 W 110th St,Single Family Residence,"2 beds, 1 bath",638 sqft,"2,088 sqft",1947,4039025026,1111059921,Los Angeles,546,3,601600,29,"
Zoning:

LCR2YY
		",9/28/20,"$530,000 ","$467,000 ",6 Found,Moderately High,9 Found,1 Found,Average,https://www.realtytrac.com/property/ca/inglewood/90304/4915-w-110th-st/194362/
34.15748,-118.050725,91 E Orange Grove Ave,Single Family Residence,"4 beds, 3 baths","2,640 sqft",0.96 acres,1939,5767037042,1111061281,Los Angeles,25185,2,430502,1,"
Zoning:

SRR115
		",9/28/20,"$2,050,000 ","$1,871,000 ",2 Found,Very Low,2 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/sierra-madre/91024/91-e-orange-grove-ave/3074936/
33.977962,-118.461548,3642 Via Dolce,Condominium,"2 beds, 3 baths","1,634 sqft",2.41 acres,1978,4225013087,1111061288,Los Angeles,25464,1,274202,1,"
Zoning:

LAR3
		",9/28/20,"$1,050,000 ","$1,354,000 ",1 Found,Moderate,5 Found,2 Found,Average,https://www.realtytrac.com/property/ca/marina-del-rey/90292/3642-via-dolce/29572147/
34.212748,-118.509156,17240 Elkwood St,Single Family Residence,"3 beds, 2 baths","1,430 sqft","6,524 sqft",1954,2204012001,1111062009,Los Angeles,15923,2,131100,40,"
Zoning:

LAR1
		",9/28/20,"$690,000 ","$687,000 ",14 Found,,5 Found,1 Found,Average,https://www.realtytrac.com/property/ca/van-nuys/91406/17240-elkwood-st/45829285/
34.069529,-118.380907,8677 Clifton Way,Single Family Residence,"3 beds, 2 baths","1,867 sqft","5,321 sqft",1967,4334023045,1111062590,Los Angeles,4988,1,700802,122,"
Zoning:

BHR1YY
		",9/28/20,"$1,975,000 ","$1,656,000 ",0 Found,Moderate,8 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/beverly-hills/90211/8677-clifton-way/154590842/
34.170655,-118.10092,1423 Coolidge Ave,Single Family Residence,"4 beds, 2 baths","2,540 sqft","7,002 sqft",1926,5853019011,1111062647,Los Angeles,6433,2,461300,156,"
Zoning:

LCR175
		",9/28/20,"$988,000 ","$1,193,000 ",2 Found,Moderate,4 Found,1 Found,Average,https://www.realtytrac.com/property/ca/pasadena/91104/1423-coolidge-ave/154813680/
33.790538,-118.156506,1844 Orizaba Ave,Condominium,"2 beds, 3 baths","1,630 sqft",0.56 acres,2013,7217013099,1111063293,Los Angeles,,1,573403,2,"
Zoning:

SHSP
		",9/28/20,"$607,000 ","$553,000 ",14 Found,Slightly High,12 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/signal-hill/90755/1844-orizaba-ave/239774968/
33.924015,-118.31455,11935 Tarron Ave,Single Family Residence,"3 beds, 2 baths","1,192 sqft","5,688 sqft",1954,4057014001,1111063318,Los Angeles,16578,2,602700,79,"
Zoning:

HAR1YY
		",9/28/20,"$651,500 ","$624,000 ",10 Found,Slightly High,21 Found,1 Found,Average,https://www.realtytrac.com/property/ca/hawthorne/90250/11935-tarron-ave/53968989/
34.16177,-118.4353,5016 Ranchito Ave,Single Family Residence,"3 beds, 2 baths","1,475 sqft","8,496 sqft",1948,2269005007,1111066576,Los Angeles,12090,1,128702,41,"
Zoning:

LAR1
		",9/28/20,"$50,000 ","$1,246,000 ",2 Found,,2 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/sherman-oaks/91423/5016-ranchito-ave/154403645/
34.096272,-117.880835,516 E Benbow St,Single Family Residence,"3 beds, 2 baths","1,971 sqft","8,736 sqft",1955,8422027007,1111066583,Los Angeles,21489,2,403721,76,"
Zoning:

CVR17500*
		",9/28/20,"$630,000 ","$658,000 ",6 Found,Moderate,5 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/covina/91722/516-e-benbow-st/34451170/
34.085042,-118.350752,744 N Martel Ave,Single Family Residence,"3 beds, 2 baths","1,760 sqft","8,227 sqft",1929,5526009017,1111066667,Los Angeles,5665,3,192002,75,"
Zoning:

LAR1
		",9/28/20,"$2,272,500 ","$1,689,000 ",8 Found,Slightly High,7 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90046/744-n-martel-ave/51712628/
34.464043,-118.524934,28350 Infinity Cir,Single Family Residence,"4 beds, 3 baths","3,554 sqft",0.61 acres,2002,3244155013,1111068737,Los Angeles,35783-04,2,920016,128,"
Zoning:

SCUR2
		",9/28/20,"$875,000 ","$908,000 ",0 Found,Low,3 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/santa-clarita/91390/28350-infinity-cir/25221764/
33.956647,-118.026083,8819 Strub Ave,Single Family Residence,"2 beds, 1 bath","1,087 sqft","6,062 sqft",1949,8161013017,1111069975,Los Angeles,16029,1,501900,90,"
Zoning:

WHR1YY
		",9/28/20,"$570,000 ","$608,000 ",2 Found,Moderate,6 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/whittier/90605/8819-strub-ave/154943949/
33.765788,-118.182686,800 E Ocean Blvd # 1001,Condominium,"2 beds, 2 baths","1,245 sqft",1.19 acres,1928,7265004087,1111069983,Los Angeles,VILLA RIVIERA,1,576601,,"
Zoning:

LBPD5
		",9/28/20,"$775,000 ","$823,000 ",16 Found,Slightly High,6 Found,1 Found,Average,https://www.realtytrac.com/property/ca/long-beach/90802/800-e-ocean-blvd-1001/45834950/
33.900824,-118.100371,14409 Studebaker Rd,Single Family Residence,"3 beds, 1 bath","1,119 sqft","5,950 sqft",1950,8075008001,1111070033,Los Angeles,1625,1,553000,1,"
Zoning:

NOR1*
		",9/28/20,"$499,000 ","$552,000 ",19 Found,Moderate,6 Found,2 Found,Average,https://www.realtytrac.com/property/ca/norwalk/90650/14409-studebaker-rd/9875845/
33.83262,-118.386299,603 Elvira Ave,Single Family Residence,"5 beds, 4 baths","3,776 sqft","5,794 sqft",1990,7508014014,1111070594,Los Angeles,6705,1,621324,14,"
Zoning:

RBR-2
		",9/28/20,"$2,238,000 ","$2,387,000 ",1 Found,Low,7 Found,2 Found,Excellent,https://www.realtytrac.com/property/ca/redondo-beach/90277/603-elvira-ave/4678555/
33.994739,-118.479804,12 Rose Ave,"Duplex (2 units, any combination)","3 beds, 5 baths","3,023 sqft","6,502 sqft",1924,4286020034,1111071978,Los Angeles,GOLDEN BAY TR,2,273402,3,"
Zoning:

LAR3
		",9/28/20,"$3,746,000 ","$2,296,000 ",3 Found,Moderate,7 Found,2 Found,Average,https://www.realtytrac.com/property/ca/venice/90291/12-rose-ave/22315825/
34.088126,-118.028086,4511 Santa Anita Ave,Store/Office (mixed use),"3 beds, 1 bath","2,240 sqft","6,982 sqft",1952,8575005014,1111072020,Los Angeles,3293,2,432402,30,"
Zoning:

EMC2YY
		",9/28/20,"$850,000 ",,8 Found,Moderate,6 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/el-monte/91731/4511-santa-anita-ave/43863794/
34.6867,-118.2375,Vac/63rd Stw/vic Ovington St,Residential - Vacant Land,,,"8,080 sqft",,3203064026,1111072743,Los Angeles,,4,920328,72,"
Zoning:

LRR1
		",9/28/20,"$484,500 ",,2 Found,Moderate,2 Found,2 Found,Average,https://www.realtytrac.com/property/ca/lancaster/93536/vac63rd-stwvic-ovington-st/251911293/
34.110668,-118.127134,815 Sussex Rd,Single Family Residence,"3 beds, 2 baths","2,235 sqft","10,106 sqft",1959,5335007010,1111073264,Los Angeles,8744,6,464100,33,"
Zoning:

SOR109
		",6/9/92,,"$1,554,000 ",1 Found,Very Low,8 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/san-marino/91108/815-sussex-rd/154710670/
34.125895,-117.827975,730 Scottdale Ave,Single Family Residence,"3 beds, 2 baths","1,121 sqft","7,471 sqft",1959,8654013012,1111073349,Los Angeles,25121,1,401201,22,"
Zoning:

GDR1
		",9/28/20,"$630,000 ","$614,000 ",1 Found,Low,8 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/glendora/91740/730-scottdale-ave/147219701/
34.152513,-118.356359,10331 Riverside Dr # 203,Condominium,"2 beds, 3 baths","2,079 sqft","15,125 sqft",1981,2424007023,1111073950,Los Angeles,38004,2,143100,,"
Zoning:

LAR3
		",9/28/20,"$750,000 ","$774,000 ",5 Found,,2 Found,1 Found,Average,https://www.realtytrac.com/property/ca/toluca-lake/91602/10331-riverside-dr-203/12970098/
33.942017,-118.108833,9403 Baysinger St,Single Family Residence,"3 beds, 2 baths","1,712 sqft","8,392 sqft",1955,6286003004,1111074669,Los Angeles,20026,6,551000,11,"
Zoning:

DOR175
		",3/15/62,,"$706,000 ",4 Found,Moderate,3 Found,2 Found,Above Average,https://www.realtytrac.com/property/ca/downey/90241/9403-baysinger-st/154838839/
34.09607,-118.349888,1353 N Fuller Ave # 205,Condominium,"3 beds, 3 baths","1,650 sqft","20,700 sqft",2007,5550019089,1111075289,Los Angeles,63612,1,189902,1,"
Zoning:

LAR3
		",9/28/20,"$865,000 ","$915,000 ",5 Found,Slightly High,9 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90046/1353-n-fuller-ave-205/205816446/
34.03676,-118.478796,1122 26th St # 104,Condominium,"2 beds, 2 baths","1,230 sqft","6,122 sqft",2009,4276001042,1111075341,Los Angeles,8823,3,701601,1,"
Zoning:

SMR2*
		",9/28/20,"$1,310,000 ","$1,222,000 ",0 Found,Moderate,34 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/santa-monica/90403/1122-26th-st-104/206742774/
,,8016 Dorado Cir,Planned Unit Development (PUD),,,,,7075028015,1111075974,Los Angeles,,,,15,"
Zoning:

LBI
		",9/28/20,"$992,500 ",,0 Found,Slightly High,2 Found,1 Found,,https://www.realtytrac.com/property/ca/long-beach/90808/8016-dorado-cir/328288089/
33.98601,-118.445683,1046 Princeton Dr # 206,Condominium,"2 beds, 2 baths","1,776 sqft",1.06 acres,2007,4229003097,1111076017,Los Angeles,,1,274100,1,"
Zoning:

LAC4(OX)
		",9/28/20,"$1,120,000 ","$1,184,000 ",0 Found,Moderate,18 Found,1 Found,Average,https://www.realtytrac.com/property/ca/marina-del-rey/90292/1046-princeton-dr-206/209004569/
,,592 E Imperial Ave,Condominium,"3 beds, 4 baths","1,680 sqft",,2019,4133013064,1111077972,Los Angeles,,,,25,"
Zoning:

ESPRD
		",9/28/20,"$986,500 ",,0 Found,Moderate,2 Found,1 Found,,https://www.realtytrac.com/property/ca/el-segundo/90245/592-e-imperial-ave/330491498/
34.174324,-118.18456,1560 Knollwood Ter,Single Family Residence,"4 beds, 2 baths","1,956 sqft","11,527 sqft",1952,5704027002,1111078586,Los Angeles,14099,2,460800,7,"
Zoning:

PSR4
		",9/28/20,"$1,408,000 ","$1,282,000 ",0 Found,Moderate,2 Found,1 Found,Average,https://www.realtytrac.com/property/ca/pasadena/91103/1560-knollwood-ter/148050878/
34.576315,-118.062052,3722 E Avenue Q12,Single Family Residence,"4 beds, 2 baths","2,504 sqft","7,002 sqft",2004,3020040001,1111079294,Los Angeles,60053,1,910711,4,"
Zoning:

PDR3
		",9/28/20,"$380,000 ","$400,000 ",3 Found,Moderate,2 Found,3 Found,Average,https://www.realtytrac.com/property/ca/palmdale/93550/3722-e-avenue-q12/13482183/
34.662324,-118.161332,1701 Staffordshire Dr,Single Family Residence,"3 beds, 2 baths","2,200 sqft","10,088 sqft",1966,3125013001,1111079313,Los Angeles,29587,1,900705,18,"
Zoning:

LRR110000*
		",9/28/20,"$440,000 ","$385,000 ",1 Found,Moderate,2 Found,1 Found,Average,https://www.realtytrac.com/property/ca/lancaster/93534/1701-staffordshire-dr/1515478/
33.89751,-118.354544,14724 Grevillea Ave,Single Family Residence,"3 beds, 1 bath","1,045 sqft","2,994 sqft",1958,4078023009,1111079400,Los Angeles,LAWNDALE,2,603900,15,"
Zoning:

LNR1YY
		",6/26/81,"$52,000 ","$579,000 ",6 Found,Moderate,4 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/lawndale/90260/14724-grevillea-ave/154491977/
34.089776,-118.432931,1169 Angelo Dr,Single Family Residence,"4 beds, 5 baths","5,026 sqft","10,150 sqft",1960,4358009015,1111080639,Los Angeles,20154,2,261200,6,"
Zoning:

LARE15
		",6/21/85,,"$2,541,000 ",0 Found,Moderate,3 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/beverly-hills/90210/1169-angelo-dr/154575048/
34.033722,-117.883121,19263 Lydle Creek Pl,Single Family Residence,"4 beds, 3 baths","2,046 sqft","11,318 sqft",1983,8735032014,1111080746,Los Angeles,39526,5,403408,14,"
Zoning:

WARPD148002.5
		",9/28/20,"$805,000 ","$755,000 ",2 Found,Low,2 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/walnut/91789/19263-lydle-creek-pl/155002570/
34.192399,-118.324443,1620 N San Fernando Blvd # 36,Condominium,"2 beds, 2 baths",940 sqft,1.7 acres,1964,2468007116,1111080747,Los Angeles,31327,1,310601,1,"
Zoning:

BUR4-C2-C3*
		",9/28/20,"$420,000 ","$430,000 ",4 Found,Low,7 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/burbank/91504/1620-n-san-fernando-blvd-36/16556547/
34.089323,-117.890466,401 N Citrus Ave,Vacant Commercial,,,"5,530 sqft",1931,8431028006,1111081303,Los Angeles,1224,3,406101,6,"
Zoning:

CVTCC*
		",9/28/20,"$562,000 ",,8 Found,Moderate,15 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/covina/91723/401-n-citrus-ave/40197577/
34.023891,-118.454553,3129 Pearl St,Single Family Residence,"2 beds, 1 bath","1,243 sqft","5,256 sqft",1941,4270007027,1111083303,Los Angeles,1980,5,702300,169,"
Zoning:

SMR1*
		",9/28/20,"$1,500,000 ","$1,514,000 ",3 Found,Moderate,39 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/santa-monica/90405/3129-pearl-st/154547203/
33.783376,-118.409965,1617 Via Garfias,Single Family Residence,"3 beds, 2 baths","1,368 sqft","5,554 sqft",1957,7541030004,1111083371,Los Angeles,6889,2,670326,5,"
Zoning:

PVR1*
		",9/28/20,"$1,325,000 ","$1,174,000 ",1 Found,Very Low,2 Found,2 Found,Excellent,https://www.realtytrac.com/property/ca/palos-verdes-estates/90274/1617-via-garfias/3154002/
34.104503,-118.27287,2508 Hyperion Ave # 102,Condominium,"2 beds, 2 baths","1,280 sqft","6,534 sqft",2008,5432002029,1111083894,Los Angeles,66869,2,195100,1,"
Zoning:

LAC2
		",9/28/20,"$1,020,000 ","$962,000 ",3 Found,Slightly High,6 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/los-angeles/90027/2508-hyperion-ave-102/35427627/
33.901389,-118.016585,14754 Roma Dr,Single Family Residence,"3 beds, 2 baths","1,335 sqft","6,735 sqft",1955,8062013005,1111083916,Los Angeles,17945,3,504001,25,"
Zoning:

LMR1*
		",9/28/20,"$645,000 ","$611,000 ",4 Found,Low,10 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/la-mirada/90638/14754-roma-dr/24180672/
33.78304,-118.217395,1845 W Anaheim St,"Warehouse, Storage",,"4,430 sqft","10,775 sqft",1948,7432003029,1111055176,Los Angeles,SEABRIGHT HARBOR TR,1,575500,18,"
Zoning:

LBIG
		",9/28/20,"$1,020,000 ",,3 Found,Slightly High,45 Found,2 Found,Average,https://www.realtytrac.com/property/ca/long-beach/90813/1845-w-anaheim-st/154901359/
34.085339,-118.138632,431 S Marguerita Ave,Condominium,"2 beds, 3 baths","1,727 sqft","15,900 sqft",1988,5343013038,1111056183,Los Angeles,,2,480901,1,"
Zoning:

ALRPD*
		",9/28/20,"$600,000 ","$598,000 ",6 Found,Low,26 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/alhambra/91803/431-s-marguerita-ave/154714013/
33.742702,-118.310925,131 S Ellery Dr,Single Family Residence,"3 beds, 2 baths","1,544 sqft","8,052 sqft",1960,7559016018,1111056192,Los Angeles,24787,1,296401,8,"
Zoning:

LAR1
		",9/28/20,"$960,000 ","$787,000 ",5 Found,Very Low,2 Found,2 Found,Average,https://www.realtytrac.com/property/ca/san-pedro/90732/131-s-ellery-dr/152913022/
33.811233,-118.129625,3015 Rutgers Ave,Single Family Residence,"3 beds, 2 baths","1,642 sqft","8,525 sqft",1950,7189033003,1111057835,Los Angeles,13206,4,574100,3,"
Zoning:

LBR1N
		",9/28/20,"$850,000 ","$840,000 ",2 Found,Slightly High,4 Found,2 Found,Excellent,https://www.realtytrac.com/property/ca/long-beach/90808/3015-rutgers-ave/154870809/
34.20604,-118.438839,14029 Runnymede St,Single Family Residence,"2 beds, 2 baths","1,560 sqft","6,900 sqft",1953,2215015063,1111057858,Los Angeles,17993,2,127104,14,"
Zoning:

LAR1
		",9/28/20,"$805,000 ","$751,000 ",7 Found,,11 Found,1 Found,Average,https://www.realtytrac.com/property/ca/van-nuys/91405/14029-runnymede-st/19271496/
34.081839,-118.31841,5315 Clinton St,Single Family Residence,"1 bed, 1 bath",858 sqft,"2,295 sqft",1923,5523026018,1111057890,Los Angeles,5693,3,192410,51,"
Zoning:

LAR3
		",9/28/20,"$930,000 ","$769,000 ",9 Found,Slightly High,7 Found,2 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90004/5315-clinton-st/154765958/
34.173095,-118.531696,18307 Burbank Blvd # 66,Condominium,"2 beds, 2 baths","1,012 sqft",5.41 acres,1970,2157014066,1111058344,Los Angeles,37128,2,139303,,"
Zoning:

LAR3
		",9/28/20,"$1,485,000 ","$323,000 ",3 Found,,5 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/tarzana/91356/18307-burbank-blvd-66/20630220/
33.85164,-118.178438,1156 E Jackson St,Single Family Residence,"3 beds, 1 bath","1,010 sqft","6,610 sqft",1948,7130028017,1111058807,Los Angeles,13635,3,570601,85,"
Zoning:

LBR1N
		",9/28/20,"$575,000 ","$502,000 ",29 Found,Slightly High,4 Found,2 Found,Poor,https://www.realtytrac.com/property/ca/long-beach/90805/1156-e-jackson-st/26646355/
34.06794,-118.323938,332 S Lucerne Blvd,Single Family Residence,"4 beds, 4 baths","3,699 sqft","14,425 sqft",1921,5505025012,1111058896,Los Angeles,2136,2,211000,60,"
Zoning:

LARE11
		",9/28/20,"$4,000,000 ","$2,611,000 ",2 Found,Slightly High,3 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/los-angeles/90020/332-s-lucerne-blvd/17412745/
34.107915,-118.237266,3140 Verdugo Rd,Single Family Residence,"4 beds, 2 baths","1,958 sqft","4,800 sqft",1929,5456010003,1111060139,Los Angeles,3579,2,186404,95,"
Zoning:

LARD2
		",9/28/20,"$640,000 ","$898,000 ",15 Found,Slightly High,19 Found,1 Found,Poor,https://www.realtytrac.com/property/ca/los-angeles/90065/3140-verdugo-rd/40325697/
33.82076,-118.112385,3463 Mcnab Ave,Single Family Residence,"3 beds, 2 baths","1,608 sqft","6,231 sqft",1950,7186019020,1111060169,Los Angeles,14679,3,573700,134,"
Zoning:

LBR1N
		",12/6/12,"$380,000 ","$656,000 ",4 Found,Slightly High,4 Found,2 Found,Excellent,https://www.realtytrac.com/property/ca/long-beach/90808/3463-mcnab-ave/154869981/
34.256115,-118.488454,10219 Sophia Ave,Single Family Residence,"3 beds, 2 baths","1,264 sqft","7,860 sqft",1955,2678005030,1111060179,Los Angeles,17068,3,109800,42,"
Zoning:

LARS
		",9/28/20,"$680,000 ","$692,000 ",2 Found,Low,5 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/north-hills/91343/10219-sophia-ave/24601761/
34.294319,-118.562619,19666 Crystal Hills Dr,Planned Unit Development (PUD),"4 beds, 3 baths","2,235 sqft","4,566 sqft",1987,2701012062,1111060558,Los Angeles,41722,1,108201,53,"
Zoning:

LARD6
		",4/11/90,"$360,000 ","$743,000 ",0 Found,,3 Found,2 Found,Poor,https://www.realtytrac.com/property/ca/northridge/91326/19666-crystal-hills-dr/154448910/
33.998794,-118.426361,12140 Herbert St,Single Family Residence,"2 beds, 3 baths","1,461 sqft","5,001 sqft",1941,4232004010,1111061109,Los Angeles,7543,2,272302,40,"
Zoning:

LAR1
		",9/28/20,"$1,145,000 ","$1,446,000 ",6 Found,Slightly High,14 Found,1 Found,Average,https://www.realtytrac.com/property/ca/los-angeles/90066/12140-herbert-st/154532554/
34.392568,-118.582889,25609 Wordsworth Ln,Planned Unit Development (PUD),"2 beds, 3 baths","1,624 sqft","4,282 sqft",1997,2826080045,1111061559,Los Angeles,49099,1,920339,144,"
Zoning:

LCA25*
		",2/17/11,"$430,000 ","$542,000 ",0 Found,Low,4 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/stevenson-ranch/91381/25609-wordsworth-ln/24319252/
34.589517,-118.18166,2827 Cloverdale Ct,Single Family Residence,"4 beds, 2 baths","1,546 sqft","7,660 sqft",1992,3003082010,1111062811,Los Angeles,46452,1,910207,10,"
Zoning:

LCA22*
		",9/28/20,"$365,000 ","$391,000 ",3 Found,Moderate,3 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/palmdale/93551/2827-cloverdale-ct/27186984/
34.090877,-118.394085,9255 Doheny Rd # 1004,Condominium,"1 bed, 2 baths","1,151 sqft",0.74 acres,1965,4392014069,1111063174,Los Angeles,31806,1,700501,,"
Zoning:

WDR4*
		",9/28/20,"$1,587,500 ","$2,166,000 ",0 Found,Slightly High,4 Found,1 Found,Above Average,https://www.realtytrac.com/property/ca/west-hollywood/90069/9255-doheny-rd-1004/154604883/
34.108307,-117.839464,1210 Claraday St,Single Family Residence,"4 beds, 2 baths","1,616 sqft","7,597 sqft",1985,8653028058,1111063754,Los Angeles,43209,3,401202,23,"
Zoning:

GDR2
		",9/28/20,"$726,000 ","$632,000 ",2 Found,Low,3 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/glendora/91740/1210-claraday-st/154744225/
34.105277,-117.920602,16674 E Bygrove St,Single Family Residence,"5 beds, 3 baths","2,218 sqft","5,767 sqft",1958,8410016009,1111064233,Los Angeles,22125,3,405800,14,"
Zoning:

LCA105
		",9/28/20,"$650,000 ","$630,000 ",5 Found,Moderate,5 Found,1 Found,Average,https://www.realtytrac.com/property/ca/covina/91722/16674-e-bygrove-st/52118247/
33.790226,-118.254705,1330 Hyatt Ave,Single Family Residence,"2 beds, 2 baths",888 sqft,"6,698 sqft",1920,7425001008,1111064537,Los Angeles,PROSPERITY TR,1,294610,14,"
Zoning:

LAR2
		",9/28/20,"$500,000 ","$427,000 ",33 Found,Moderate,48 Found,2 Found,Average,https://www.realtytrac.com/property/ca/wilmington/90744/1330-hyatt-ave/15311342/
33.850121,-118.385235,612 N Irena Ave # H,Condominium,"3 beds, 3 baths","1,885 sqft","17,973 sqft",1984,7503022037,1111065585,Los Angeles,40619,3,621201,1,"
Zoning:

RBR-3
		",9/28/20,"$1,073,000 ","$1,107,000 ",0 Found,Low,6 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/redondo-beach/90277/612-n-irena-ave-h/2563837/
34.442472,-118.513796,27533 Raindance Pl,Single Family Residence,"3 beds, 2 baths","1,200 sqft","4,779 sqft",1983,3244058019,1111066334,Los Angeles,42249,1,920044,60,"
Zoning:

SCUR2
		",9/28/20,"$574,000 ","$529,000 ",3 Found,Low,4 Found,1 Found,Excellent,https://www.realtytrac.com/property/ca/santa-clarita/91350/27533-raindance-pl/4175537/
