latitude,longitude,address,property_type,home_size,lot_size,year_built,parcel_number,realtyID,county,subdivision,census,tract,lot,zoning,date,sale_price,estimated_value,sex_offenders,crime_index,enviornmental_hazards,natural_disasters,school_quality,url,bedrooms,bathrooms
34.129558,-117.900581,552 E 5th St,Single Family Residence,1234.0,10223.0,1901.0,8612006022.0,1114215870.0,Los Angeles,15395,4.0,404301.0,1,AZR1C6000,2020-12-30,525000.0,461200.0,10.0,Moderate,4.0,1.0,Average,https://www.realtytrac.com/property/ca/azusa/91702/552-e-5th-st/141744752/,3.0,1.0
33.987771,-117.89919599999999,1700 Los Padres Dr,Single Family Residence,1213.0,6628.0,1959.0,8253004028.0,1114216253.0,Los Angeles,24861,1.0,408704.0,72,LCR106,2020-12-30,430000.0,668500.0,2.0,Very Low,13.0,1.0,Above Average,https://www.realtytrac.com/property/ca/rowland-heights/91748/1700-los-padres-dr/144139710/,3.0,2.0
34.136346,-118.180072,296 Cherry Dr,Single Family Residence,1383.0,6876.0,1957.0,5709032024.0,1114216254.0,Los Angeles,13273,4.0,463800.0,63,PSR6,2020-12-30,815000.0,281200.0,4.0,Moderate,4.0,1.0,Above Average,https://www.realtytrac.com/property/ca/pasadena/91105/296-cherry-dr/154791808/,2.0,2.0
33.822762,-118.114898,3615 Faust Ave,Single Family Residence,1664.0,5078.0,1950.0,7186003022.0,1114216384.0,Los Angeles,14261,4.0,573700.0,533,LBR1N,2020-12-30,840000.0,869700.0,5.0,Slightly High,3.0,2.0,Excellent,https://www.realtytrac.com/property/ca/long-beach/90808/3615-faust-ave/18560613/,3.0,2.0
34.199897,-118.505113,17048 Enadia Way,Single Family Residence,1694.0,6360.0,1949.0,2227028028.0,1114216413.0,Los Angeles,15441,1.0,132002.0,52,LAR1,2020-12-30,821000.0,811800.0,11.0,,6.0,1.0,Poor,https://www.realtytrac.com/property/ca/van-nuys/91406/17048-enadia-way/54306297/,3.0,2.0
34.567322,-118.006204,6937 Jack Rabbit Way,Residential - Vacant Land,,8238.0,,3024047032.0,1114216442.0,Los Angeles,60028,2.0,910705.0,32,PDR1-7000,2020-12-30,417000.0,,1.0,Moderate,3.0,1.0,Average,https://www.realtytrac.com/property/ca/palmdale/93552/6937-jack-rabbit-way/229583750/,,
34.1444,-118.3938,,Residential - Vacant Land,,5999.0,,2376006011.0,1114216486.0,Los Angeles,72,1.0,143901.0,442,LAR1,2020-12-30,650000.0,,4.0,,5.0,1.0,Excellent,https://www.realtytrac.com/property/ca/unknown/91604/unknown/223524278/,,
34.388546999999996,-118.60238100000001,26704 Wyatt Ln,Single Family Residence,3660.0,12790.0,2001.0,2826106039.0,1114216637.0,Los Angeles,49761,1.0,920338.0,359,LCA25,2020-12-30,1230000.0,1232000.0,0.0,,4.0,1.0,Excellent,https://www.realtytrac.com/property/ca/stevenson-ranch/91381/26704-wyatt-ln/10071633/,4.0,4.0
33.8866,-118.404848,720 Manhattan Beach Blvd,Condominium,1427.0,9993.0,1991.0,4170022059.0,1114216656.0,Los Angeles,48174,3.0,620901.0,1,MNRH,2020-12-30,1907000.0,1569000.0,1.0,Low,4.0,1.0,Excellent,https://www.realtytrac.com/property/ca/manhattan-beach/90266/720-manhattan-beach-blvd/44045638/,2.0,3.0
34.148108,-117.831644,1795 Mountain Ln,Single Family Residence,7296.0,4530240.0,1991.0,8658021013.0,1114216696.0,Los Angeles,,2.0,400404.0,2,GDRHR,2020-12-30,1050000.0,1321000.0,1.0,Low,2.0,2.0,Excellent,https://www.realtytrac.com/property/ca/glendora/91741/1795-mountain-ln/154992765/,4.0,7.0
34.182213,-118.615021,6121 Shoup Ave # 32,Condominium,1533.0,12588840.0,1975.0,2039005109.0,1114216957.0,Los Angeles,29109,2.0,135102.0,2,LARD2,2020-12-30,595000.0,517300.0,2.0,,2.0,1.0,Above Average,https://www.realtytrac.com/property/ca/woodland-hls/91367/6121-shoup-ave-32/45952855/,2.0,3.0
34.1444,-118.3938,,Residential - Vacant Land,,5147.0,,2376006009.0,1114217204.0,Los Angeles,72,1.0,143901.0,440,LAR1,2020-12-30,650000.0,,4.0,,5.0,1.0,Excellent,https://www.realtytrac.com/property/ca/unknown/91604/unknown/223524276/,,
34.093264000000005,-118.01296200000002,4950 Peck Rd # 6,Condominium,1080.0,3310560.0,1981.0,8547002078.0,1114217236.0,Los Angeles,38805,2.0,432500.0,,EMC3,2020-12-30,413000.0,456900.0,6.0,Moderate,5.0,1.0,Above Average,https://www.realtytrac.com/property/ca/el-monte/91732/4950-peck-rd-6/24377065/,2.0,2.0
33.9737,-118.4233,6030 Seabluff Dr # 512,Condominium,1360.0,,2019.0,4211040065.0,1114217685.0,Los Angeles,,1.0,275602.0,17,LAR4,2020-12-30,1285000.0,1620000.0,3.0,Slightly High,5.0,1.0,Poor,https://www.realtytrac.com/property/ca/los-angeles/90094/6030-seabluff-dr-512/327699342/,3.0,2.0
33.830789,-118.265274,612 E Carson St # 310,Condominium,1360.0,3963960.0,2015.0,7335026019.0,1114217692.0,Los Angeles,,4.0,543802.0,2,CAMU-CS,2020-12-30,555000.0,590800.0,3.0,Moderate,15.0,1.0,Average,https://www.realtytrac.com/property/ca/carson/90745/612-e-carson-st-310/323428065/,3.0,2.0
34.690253999999996,-118.25823500000001,7155 W Avenue J,Single Family Residence,1800.0,10846440.0,1952.0,3203007033.0,1114218116.0,Los Angeles,,4.0,901205.0,,LCA22,2020-12-30,400000.0,438600.0,1.0,Moderate,2.0,1.0,Above Average,https://www.realtytrac.com/property/ca/lancaster/93536/7155-w-avenue-j/15996650/,3.0,2.0
34.145852000000005,-118.38829399999999,4243 Colfax Ave # C,Condominium,1750.0,28052640.0,1973.0,2368005110.0,1114218293.0,Los Angeles,31178,2.0,143602.0,,LARD1.5,2020-12-30,850000.0,863900.0,5.0,,2.0,1.0,Excellent,https://www.realtytrac.com/property/ca/studio-city/91604/4243-colfax-ave-c/154417067/,3.0,3.0
34.043734,-118.339504,4631 Saturn St,"Triplex (3 units, any combination)",1966.0,7000.0,1949.0,5071020014.0,1114218309.0,Los Angeles,ARLINGTON HEIGHTS TERRACE SUB,1.0,218210.0,23,LARD2,1956-06-15,,1276000.0,26.0,Slightly High,3.0,1.0,Average,https://www.realtytrac.com/property/ca/los-angeles/90019/4631-saturn-st/53152554/,4.0,3.0
33.836960999999995,-118.291142,21203 Doble Ave,Single Family Residence,1332.0,4852.0,1960.0,7345004004.0,1114218317.0,Los Angeles,25362,1.0,543503.0,35,LCA1,2020-12-30,780000.0,538600.0,24.0,Low,10.0,1.0,Average,https://www.realtytrac.com/property/ca/torrance/90502/21203-doble-ave/140820887/,3.0,2.0
33.765640999999995,-118.182093,850 E Ocean Blvd # 613,Condominium,881.0,6926040.0,1992.0,7265022066.0,1114218319.0,Los Angeles,45256,1.0,576601.0,1,LBPD5,2020-12-30,472500.0,597200.0,16.0,Slightly High,6.0,1.0,Average,https://www.realtytrac.com/property/ca/long-beach/90802/850-e-ocean-blvd-613/45893691/,1.0,1.0
34.129529999999995,-118.157793,924 S Orange Grove Blvd # C,Condominium,2379.0,10410840.0,1954.0,5719009071.0,1114218393.0,Los Angeles,33481,1.0,463900.0,,PSR1,2020-12-30,1195000.0,1296000.0,2.0,Moderate,4.0,1.0,Above Average,https://www.realtytrac.com/property/ca/pasadena/91105/924-s-orange-grove-blvd-c/154793158/,4.0,3.0
34.102945,-118.347481,7250 Franklin Ave # 814,Condominium,1009.0,5357880.0,1964.0,5548025121.0,1114218625.0,Los Angeles,38399,1.0,189903.0,1,LAR3,2020-12-30,760000.0,774500.0,2.0,Slightly High,6.0,1.0,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90046/7250-franklin-ave-814/40188721/,2.0,2.0
34.171620000000004,-118.61601599999999,22438 Burbank Blvd,Single Family Residence,2744.0,13518.0,1953.0,2040015009.0,1114219113.0,Los Angeles,7568,3.0,137201.0,11,LAR1,2020-12-30,1285000.0,1088000.0,1.0,Very Low,9.0,1.0,Average,https://www.realtytrac.com/property/ca/woodland-hills/91367/22438-burbank-blvd/9362195/,3.0,3.0
34.145495000000004,-118.393846,12045 Hoffman St # 202,Condominium,1620.0,2352240.0,2006.0,2368003041.0,1114219186.0,Los Angeles,53927,3.0,143602.0,1,LAR3,2020-12-30,869000.0,972400.0,4.0,,5.0,1.0,Excellent,https://www.realtytrac.com/property/ca/studio-city/91604/12045-hoffman-st-202/29370092/,2.0,3.0
33.863981,-118.124234,6007 Adenmoor Ave,Single Family Residence,1210.0,5982.0,1941.0,7165003021.0,1114219230.0,Los Angeles,12551,3.0,570001.0,45,LKR1,2020-12-30,605000.0,610000.0,16.0,Moderate,4.0,2.0,Excellent,https://www.realtytrac.com/property/ca/lakewood/90713/6007-adenmoor-ave/142705563/,2.0,1.0
34.107884000000006,-117.904724,17618 E Millburgh Ave,Single Family Residence,1470.0,7004.0,1954.0,8621009016.0,1114219252.0,Los Angeles,19685,1.0,404504.0,340,LCA106,2020-12-30,515000.0,600600.0,10.0,Moderate,5.0,1.0,Average,https://www.realtytrac.com/property/ca/azusa/91702/17618-e-millburgh-ave/10643960/,3.0,1.0
34.119690000000006,-118.447232,2608 Claray Dr # 74,Condominium,2867.0,23043240.0,1976.0,4379005068.0,1114219476.0,Los Angeles,32228,1.0,261200.0,5,LARE15,2020-12-30,1559000.0,1690000.0,1.0,Slightly High,2.0,1.0,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90077/2608-claray-dr-74/153892203/,3.0,3.0
34.023624,-118.49122,1228 11th St # 202,Condominium,1581.0,7512.0,1980.0,4282007064.0,1114220014.0,Los Angeles,34017,3.0,701502.0,1,SMR3,2020-12-30,1225000.0,1124000.0,2.0,Moderate,14.0,1.0,Excellent,https://www.realtytrac.com/property/ca/santa-monica/90401/1228-11th-st-202/7808124/,2.0,2.0
33.723646,-118.298749,2230 S Alma St # 2,Condominium,1216.0,4501.0,1982.0,7463002062.0,1114220025.0,Los Angeles,PECKS GRAND VIEW TR,2.0,297202.0,A,LARD1.5,2020-12-30,514000.0,497700.0,16.0,Very Low,4.0,2.0,Average,https://www.realtytrac.com/property/ca/san-pedro/90731/2230-s-alma-st-2/12078450/,3.0,2.0
33.89739,-118.228971,400 W School St,Single Family Residence,1274.0,5556.0,1937.0,6157021018.0,1114220119.0,Los Angeles,6207,3.0,542602.0,18,CORL,2020-12-30,525000.0,522000.0,23.0,High,15.0,2.0,Poor,https://www.realtytrac.com/property/ca/compton/90220/400-w-school-st/4126234/,2.0,1.0
33.989008,-118.42364599999999,12506 Rubens Ave,Single Family Residence,927.0,5009.0,1950.0,4223023018.0,1114220652.0,Los Angeles,2,3.0,275311.0,20,LAR1,1976-01-13,,770000.0,8.0,Slightly High,7.0,1.0,Average,https://www.realtytrac.com/property/ca/los-angeles/90066/12506-rubens-ave/154529969/,2.0,1.0
34.648474,-118.25745900000001,42133 Parkmont Dr,Single Family Residence,2150.0,10825.0,1989.0,3204045034.0,1114220660.0,Los Angeles,31351,4.0,901205.0,44,LCC1-RA10000,2020-12-30,450000.0,464900.0,1.0,Moderate,2.0,1.0,Above Average,https://www.realtytrac.com/property/ca/lancaster/93536/42133-parkmont-dr/19804021/,3.0,2.0
34.089746999999996,-117.962658,640 Park Shadow Ct # 55,Condominium,855.0,16335000.0,1985.0,8544017111.0,1114221359.0,Los Angeles,43230,1.0,405102.0,1,BPR3,2020-12-30,310000.0,357300.0,9.0,Moderate,8.0,1.0,Average,https://www.realtytrac.com/property/ca/baldwin-park/91706/640-park-shadow-ct-55/45994284/,1.0,1.0
33.899799,-118.31096200000002,1852 W 145th St # 8,Condominium,1128.0,14142.0,1984.0,4062005051.0,1114221485.0,Los Angeles,34350,1.0,603400.0,1,GAR3,2020-12-30,425000.0,443700.0,4.0,Moderate,32.0,1.0,Average,https://www.realtytrac.com/property/ca/gardena/90249/1852-w-145th-st-8/7621937/,2.0,2.0
34.1051,-118.2923,4500 Finley Ave,"Parking Garage, Parking Structure",2787840.0,2439360.0,1985.0,5590012049.0,1114221505.0,Los Angeles,,1.0,189101.0,9,LAC4,2020-12-30,4726500.0,,3.0,Slightly High,2.0,1.0,Excellent,https://www.realtytrac.com/property/ca/los-angeles/90027/4500-finley-ave/325999009/,,
33.914846000000004,-117.99346000000001,12820 Elmrock Ave,Single Family Residence,1621.0,6965.0,1960.0,8037002016.0,1114221540.0,Los Angeles,24511,2.0,503703.0,66,LMR1,2020-12-30,751000.0,633800.0,3.0,Low,6.0,1.0,Above Average,https://www.realtytrac.com/property/ca/la-mirada/90638/12820-elmrock-ave/141654458/,4.0,2.0
34.411991,-118.48448400000001,26723 Pamela Dr,Condominium,1172.0,2962080.0,1986.0,2836038040.0,1114221552.0,Los Angeles,38519,2.0,920030.0,1,SCUR2,2020-12-30,558000.0,556800.0,2.0,Low,4.0,1.0,Excellent,https://www.realtytrac.com/property/ca/santa-clarita/91351/26723-pamela-dr/22435829/,2.0,2.0
33.815849,-118.198857,3218 Daisy Ave,Single Family Residence,1384.0,6318.0,1944.0,7203010045.0,1114221952.0,Los Angeles,12529,3.0,572201.0,69,LBR1N,2020-12-30,584000.0,530500.0,17.0,Slightly High,7.0,2.0,Above Average,https://www.realtytrac.com/property/ca/long-beach/90806/3218-daisy-ave/154871648/,4.0,2.0
33.772514,-118.18793500000001,395 E 4th St # 26,Condominium,1020.0,4399560.0,2006.0,7281001042.0,1114222280.0,Los Angeles,53306,5.0,576200.0,1,Lot:1,2020-12-30,460000.0,542500.0,23.0,Slightly High,11.0,1.0,Average,https://www.realtytrac.com/property/ca/long-beach/90802/395-e-4th-st-26/31989068/,1.0,1.0
34.121606,-118.054391,1522 S Baldwin Ave # 4,Condominium,1067.0,217800.0,1988.0,5785001072.0,1114222551.0,Los Angeles,45532,5.0,431700.0,1,ARR3YY,2020-12-30,549500.0,645600.0,2.0,Low,3.0,1.0,Excellent,https://www.realtytrac.com/property/ca/arcadia/91007/1522-s-baldwin-ave-4/15206497/,2.0,3.0
34.092298,-118.29466599999999,1148 N Heliotrope Dr,Single Family Residence,1184.0,6750.0,1917.0,5540023008.0,1114222820.0,Los Angeles,2577,2.0,191203.0,76,LARD1.5,2020-12-30,400000.0,336900.0,11.0,Slightly High,8.0,1.0,Average,https://www.realtytrac.com/property/ca/los-angeles/90029/1148-n-heliotrope-dr/146547169/,2.0,1.0
34.027869,-118.34786100000001,2914 S Palm Grove Ave,"Duplex (2 units, any combination)",3224.0,5199.0,1980.0,5057025004.0,1114222982.0,Los Angeles,1601,3.0,219700.0,540,LAR2,1984-05-09,72000.0,922200.0,24.0,Slightly High,8.0,2.0,Poor,https://www.realtytrac.com/property/ca/los-angeles/90016/2914-s-palm-grove-ave/154636212/,4.0,6.0
33.943504,-118.25715100000001,10216 Wadsworth Ave,Single Family Residence,991.0,5481.0,1945.0,6050029043.0,1114222999.0,Los Angeles,11872,2.0,240700.0,211,LAR1,2020-12-30,500000.0,385500.0,70.0,Slightly High,6.0,1.0,Poor,https://www.realtytrac.com/property/ca/los-angeles/90002/10216-wadsworth-ave/145677409/,3.0,1.0
33.794109999999996,-118.318964,2148 253rd Pl,Single Family Residence,1588.0,4938.0,1950.0,7375003034.0,1114223329.0,Los Angeles,PARCEL MAP 22838,2.0,670003.0,2,LOR1,2020-12-30,800000.0,606100.0,6.0,Moderate,6.0,2.0,Above Average,https://www.realtytrac.com/property/ca/lomita/90717/2148-253rd-pl/154896157/,2.0,2.0
34.099229,-118.460581,10829 Savona Rd,Single Family Residence,3813.0,16759.0,1967.0,4377035015.0,1114223425.0,Los Angeles,23946,3.0,262100.0,127,LARE15,2020-12-30,2800000.0,2639000.0,0.0,Slightly High,3.0,1.0,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90077/10829-savona-rd/154601773/,5.0,5.0
33.968807,-118.01887099999999,7928 Michigan Ave,Single Family Residence,2608.0,10586.0,1965.0,8144018032.0,1114224186.0,Los Angeles,23465,3.0,501600.0,7,WHR11L,2020-12-30,882500.0,1004000.0,3.0,Moderate,2.0,1.0,Above Average,https://www.realtytrac.com/property/ca/whittier/90602/7928-michigan-ave/147538278/,5.0,3.0
33.778468,-118.27881399999998,1321 W G St,Single Family Residence,808.0,5495.0,1924.0,7416002011.0,1114224709.0,Los Angeles,MAR VISTA,2.0,294900.0,46,LAR1,2020-12-30,500000.0,538300.0,10.0,Moderate,25.0,2.0,Average,https://www.realtytrac.com/property/ca/wilmington/90744/1321-w-g-st/14341912/,2.0,1.0
33.915995,-118.107584,12712 Curtis And King Rd,"Quadplex (4 Units, Any Combination)",4914.0,11937.0,1923.0,8051012020.0,1114224729.0,Los Angeles,,1.0,551900.0,14,NOR3,2020-12-30,1190000.0,774000.0,10.0,Moderate,5.0,2.0,Average,https://www.realtytrac.com/property/ca/norwalk/90650/12712-curtis-and-king-rd/209050962/,6.0,6.0
34.494815,-118.153828,33746 White Feather Rd,Single Family Residence,1680.0,4007520.0,1984.0,3057002041.0,1114224794.0,Los Angeles,42435,1.0,910804.0,45,LCA21,2020-12-30,550000.0,640400.0,0.0,,2.0,1.0,Average,https://www.realtytrac.com/property/ca/acton/93510/33746-white-feather-rd/140044823/,3.0,2.0
33.974069,-118.394833,7401 S Sepulveda Blvd # 122,Condominium,2070.0,5052960.0,2009.0,4110003082.0,1114224842.0,Los Angeles,,3.0,277000.0,1,LARD1.5,2020-12-30,1235000.0,710400.0,2.0,Slightly High,12.0,1.0,Average,https://www.realtytrac.com/property/ca/los-angeles/90045/7401-s-sepulveda-blvd-122/209000445/,2.0,4.0
34.068308,-118.343245,319 S Sycamore Ave,Single Family Residence,2475.0,6509.0,1924.0,5507008004.0,1114224870.0,Los Angeles,5049,6.0,211000.0,326,LAR1,2020-12-30,1969000.0,2169000.0,2.0,Slightly High,12.0,1.0,Excellent,https://www.realtytrac.com/property/ca/los-angeles/90036/319-s-sycamore-ave/5270684/,4.0,3.0
34.404404,-118.470047,26829 Avenue Of The Oaks # A,Condominium,864.0,35327160.0,1964.0,2864006136.0,1114225411.0,Los Angeles,27562,2.0,920031.0,,SCUR3,2020-12-30,310000.0,329000.0,1.0,Low,5.0,1.0,Excellent,https://www.realtytrac.com/property/ca/santa-clarita/91321/26829-avenue-of-the-oaks-a/43984533/,2.0,2.0
34.227585,-118.55997099999999,19557 Bryant St,Single Family Residence,1945.0,7503.0,1956.0,2783015023.0,1114225425.0,Los Angeles,20859,1.0,113401.0,51,LARS,2020-12-30,800000.0,830300.0,12.0,,9.0,1.0,Average,https://www.realtytrac.com/property/ca/northridge/91324/19557-bryant-st/20572861/,4.0,3.0
34.055619,-118.37803400000001,1200 S Holt Ave # 202,Condominium,1259.0,9418.0,1992.0,4332027046.0,1114225621.0,Los Angeles,48536,1.0,216401.0,1,LAR3,2020-12-30,745000.0,755700.0,3.0,Slightly High,13.0,2.0,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90035/1200-s-holt-ave-202/40271100/,2.0,2.0
33.73809,-118.29041799999999,637 S Grand Ave # 7,Condominium,1530.0,7412.0,2005.0,7451036037.0,1114225790.0,Los Angeles,60314,2.0,296600.0,1,LAC2,2020-12-30,575000.0,571900.0,21.0,Very Low,18.0,2.0,Poor,https://www.realtytrac.com/property/ca/san-pedro/90731/637-s-grand-ave-7/155015789/,3.0,3.0
34.042951,-117.91632,1404 E Harvest Moon St,Single Family Residence,1447.0,13148.0,1955.0,8740010013.0,1114226110.0,Los Angeles,20028,2.0,408003.0,29,WCR1YY,2020-12-30,625000.0,521200.0,5.0,Low,5.0,2.0,Above Average,https://www.realtytrac.com/property/ca/west-covina/91792/1404-e-harvest-moon-st/140436219/,4.0,2.0
33.95342,-118.31103,1858 W 91st Pl,Single Family Residence,1505.0,6600.0,1941.0,6036015031.0,1114226179.0,Los Angeles,12567,4.0,238400.0,65,LAR1,2020-12-30,645000.0,599200.0,34.0,Slightly High,5.0,1.0,Poor,https://www.realtytrac.com/property/ca/los-angeles/90047/1858-w-91st-pl/144775289/,2.0,1.0
33.966386,-118.11903899999999,8009 Brookgreen Rd,Single Family Residence,1332.0,5274.0,1951.0,6367011005.0,1114226269.0,Los Angeles,16345,2.0,550601.0,62,DOR105,2020-12-30,885000.0,739900.0,9.0,Moderate,9.0,2.0,Above Average,https://www.realtytrac.com/property/ca/downey/90240/8009-brookgreen-rd/11964501/,3.0,2.0
34.066881,-118.42778200000001,10380 Wilshire Blvd # 2004,Condominium,3190.0,3310560.0,1990.0,4327013176.0,1114226292.0,Los Angeles,38525,1.0,265700.0,1,LAR5,2005-10-03,3000000.0,2323000.0,2.0,Slightly High,9.0,1.0,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90024/10380-wilshire-blvd-2004/40210108/,3.0,4.0
34.115885,-118.47456499999998,11813 Gwynne Ln # 141,Single Family Residence,3423.0,5621.0,1991.0,4378037077.0,1114226296.0,Los Angeles,43912,1.0,262200.0,4,LARD6,2020-12-30,2325000.0,2167000.0,1.0,Slightly High,3.0,1.0,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90077/11813-gwynne-ln-141/154601903/,4.0,3.0
34.230899,-118.604565,21910 Gresham St,Single Family Residence,1795.0,11492.0,1964.0,2010008014.0,1114226475.0,Los Angeles,21556,2.0,113232.0,55,LARE11,2020-02-10,780000.0,871500.0,1.0,,5.0,1.0,Average,https://www.realtytrac.com/property/ca/west-hills/91304/21910-gresham-st/10162152/,4.0,2.0
34.405685,-118.47974099999999,19704 May Way,Single Family Residence,2858.0,9653.0,2003.0,2864017046.0,1114226801.0,Los Angeles,48108,2.0,920031.0,99,SCUR1,2020-12-30,772000.0,916700.0,2.0,Low,4.0,1.0,Excellent,https://www.realtytrac.com/property/ca/canyon-country/91351/19704-may-way/40246404/,3.0,3.0
34.13343,-118.471121,3433 Scadlock Ln,Single Family Residence,2046.0,14163.0,1958.0,2279030011.0,1114226991.0,Los Angeles,23450,3.0,141600.0,11,LARE15,2020-12-30,870000.0,307900.0,1.0,,3.0,1.0,Above Average,https://www.realtytrac.com/property/ca/van-nuys/91403/3433-scadlock-ln/154405365/,3.0,2.0
33.835405,-118.109124,4243 Conquista Ave,Single Family Residence,1619.0,5000.0,1950.0,7185013009.0,1114227002.0,Los Angeles,16393,1.0,571102.0,71,LKR1YY,2020-12-30,765000.0,826600.0,6.0,Moderate,3.0,2.0,Above Average,https://www.realtytrac.com/property/ca/lakewood/90713/4243-conquista-ave/40220400/,2.0,2.0
34.026267,-118.39740900000001,3729 Cardiff Ave # 2,Condominium,1640.0,6075.0,2006.0,4313016045.0,1114227088.0,Los Angeles,62161,1.0,270100.0,1,LAR3,2020-12-30,1075000.0,1302000.0,3.0,Slightly High,12.0,1.0,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90034/3729-cardiff-ave-2/28385916/,3.0,3.0
33.869952000000005,-118.256193,960 Thicket Dr,Planned Unit Development (PUD),1742.0,3266.0,2004.0,7319048007.0,1114227091.0,Los Angeles,53896,1.0,543321.0,24,CASP-4,2020-12-30,675000.0,640000.0,7.0,Moderate,11.0,1.0,Poor,https://www.realtytrac.com/property/ca/carson/90746/960-thicket-dr/16446205/,3.0,3.0
34.173095,-118.531696,18307 Burbank Blvd # 17,Condominium,1012.0,23565960.0,1970.0,2157014017.0,1114227232.0,Los Angeles,37128,2.0,139303.0,,LAR3,2020-12-30,377000.0,383100.0,3.0,,5.0,1.0,Above Average,https://www.realtytrac.com/property/ca/tarzana/91356/18307-burbank-blvd-17/15422778/,2.0,2.0
34.689029,-118.23873400000001,6049 Golding Dr,Single Family Residence,1080.0,7764.0,1991.0,3203036010.0,1114227544.0,Los Angeles,50098,1.0,901205.0,10,LCA22,2020-12-30,330000.0,361600.0,2.0,Moderate,2.0,2.0,Average,https://www.realtytrac.com/property/ca/lancaster/93536/6049-golding-dr/140133250/,3.0,2.0
34.124183,-118.217836,1518 N Avenue 45,Single Family Residence,816.0,7507.0,1922.0,5474010014.0,1114227614.0,Los Angeles,635,1.0,183402.0,14,LAR2,2020-12-30,805000.0,977500.0,10.0,Slightly High,14.0,1.0,Average,https://www.realtytrac.com/property/ca/los-angeles/90041/1518-n-avenue-45/30553550/,2.0,1.0
33.981615000000005,-118.33193100000001,6402 S Victoria Ave,Apartment house (5+ units),8093.0,9468.0,1962.0,4006009017.0,1114227989.0,Los Angeles,HYDE PARK,3.0,234902.0,236,LAR3,2020-12-30,1780000.0,846000.0,43.0,Slightly High,7.0,1.0,Poor,https://www.realtytrac.com/property/ca/los-angeles/90043/6402-s-victoria-ave/40249375/,15.0,12.0
34.182753000000005,-118.40060600000001,6154 Laurelgrove Ave,Single Family Residence,1299.0,7263.0,1947.0,2333006032.0,1114228479.0,Los Angeles,10371,1.0,123800.0,42,LAR1,2020-12-30,826000.0,846000.0,9.0,Low,4.0,1.0,Average,https://www.realtytrac.com/property/ca/north-hollywood/91606/6154-laurelgrove-ave/146546241/,2.0,1.0
34.072745,-118.412333,621 N Bedford Dr,Single Family Residence,3290.0,14455.0,1923.0,4345022011.0,1114228623.0,Los Angeles,BEVERLY HILLS,3.0,700700.0,11,BHR1,2020-12-30,7526000.0,,0.0,Moderate,4.0,1.0,Excellent,https://www.realtytrac.com/property/ca/beverly-hills/90210/621-n-bedford-dr/149292194/,4.0,5.0
34.245697,-118.237816,2714 Starfall Dr,Single Family Residence,2201.0,8623.0,1972.0,5867002035.0,1114228625.0,Los Angeles,28890,1.0,300100.0,12,LCR110000,2020-12-30,1500000.0,1224000.0,0.0,,1.0,0.0,Excellent,https://www.realtytrac.com/property/ca/la-crescenta/91214/2714-starfall-dr/152655545/,4.0,3.0
34.469282,-117.844734,15816 Boca Raton Ave,Single Family Residence,1667.0,21144.0,1988.0,3061016027.0,1114228651.0,Los Angeles,24246,3.0,911001.0,81,LCA120000,2020-12-30,380000.0,298700.0,0.0,,2.0,0.0,Average,https://www.realtytrac.com/property/ca/llano/93544/15816-boca-raton-ave/154471526/,2.0,2.0
33.990207,-118.376406,5619 Bedford Ave,Single Family Residence,2878.0,11618.0,1960.0,4201022010.0,1114229118.0,Los Angeles,18066,4.0,703002.0,155,LCR1YY,1983-02-08,,1304000.0,5.0,Slightly High,6.0,1.0,Poor,https://www.realtytrac.com/property/ca/los-angeles/90056/5619-bedford-ave/154522708/,4.0,3.0
33.833290999999996,-118.194276,4231 Pine Ave,Single Family Residence,1648.0,7591.0,1927.0,7140003016.0,1114229127.0,Los Angeles,1225,1.0,571800.0,10,LBR1L,2020-12-30,680000.0,846600.0,8.0,Slightly High,7.0,1.0,Above Average,https://www.realtytrac.com/property/ca/long-beach/90807/4231-pine-ave/154863454/,3.0,1.0
34.241214,-118.454422,14724 Gledhill St,Single Family Residence,1044.0,16991.0,1947.0,2650030003.0,1114229404.0,Los Angeles,14,1.0,119320.0,47,LARA,2020-12-30,645000.0,691400.0,5.0,,6.0,1.0,Average,https://www.realtytrac.com/property/ca/van-nuys/91402/14724-gledhill-st/52638874/,3.0,1.0
34.568438,-118.108199,1131 E Avenue R5,Single Family Residence,1097.0,7167.0,1957.0,3012012034.0,1114229567.0,Los Angeles,20937,2.0,910504.0,34,PDR1,2020-12-30,285000.0,320600.0,0.0,Moderate,2.0,1.0,Average,https://www.realtytrac.com/property/ca/palmdale/93550/1131-e-avenue-r5/18328684/,3.0,2.0
33.81588,-118.322897,2307 W 231st St,Single Family Residence,1949.0,5775.0,1973.0,7370018045.0,1114229600.0,Los Angeles,30610,2.0,651002.0,5,TORR-LO,2020-12-30,975000.0,1070000.0,1.0,Low,11.0,2.0,Average,https://www.realtytrac.com/property/ca/torrance/90501/2307-w-231st-st/154894984/,3.0,2.0
